00004B,Woods
000090,Forest
0000C0,Sparse
0000D0,Jungle
0000DF,Grassland
000181,Forest
0001FF,Woods
0003C6,Forest
000608,Sparse
0008B1,Desert
000A19,Snow
000A74,Sparse
000AE0,Grassland
000EC0,Snow
001080,Forest
0010A0,Grassland
0011AA,Forest
00150B,Sparse
00161D,Snow
0017A3,Woods
001886,Desert
0019C8,Forest
0019E0,Forest
001A4C,Grassland
001A99,Desert
001B22,Forest
002050,Forest
0020C0,Grassland
0020CB,Sparse
0020E0,Forest
0021B0,Woods
00227F,Forest
002310,Jungle
002497,Forest
002A14,Woods
002C82,Woods
002CA6,Woods
002D4B,Grassland
002DE6,Grassland
002E9B,Forest
002EF0,Woods
003051,Forest
003080,Grassland
0030A0,Desert
0030C0,Grassland
0031D6,Grassland
003439,Woods
003582,Grassland
003689,Woods
003BF5,Jungle
003C0A,Sparse
003D07,Forest
003D10,Sparse
003DC2,Forest
003E09,Forest
003E6F,Jungle
004080,Woods
004090,Jungle
0040DF,Grassland
004160,Grassland
0044D7,Sparse
00476A,Woods
004935,Forest
004B8C,Woods
005000,Grassland
0050A0,Grassland
0051E1,Grassland
005214,Woods
005339,Grassland
0054BE,Sparse
005594,Woods
0055C8,Woods
0055D7,Woods
0056D2,Sparse
0057EE,Desert
005A0F,Woods
005C29,Woods
005C93,Grassland
005ED2,Woods
006000,Forest
006045,Grassland
006080,Grassland
0060C0,Forest
0062B6,Grassland
006306,Grassland
0063DE,Sparse
0063F0,Forest
006422,Forest
0064C5,Forest
0065FA,Desert
0066B6,Woods
00684B,Sparse
006991,Woods
006A4F,Forest
006BF0,Woods
006D72,Sparse
006D9C,Woods
006FF6,Forest
007001,Forest
007035,Desert
007040,Water
007060,Grassland
0070C0,Forest
00749D,Woods
0075FC,Jungle
007602,Forest
007644,Woods
0076E6,Woods
007814,Woods
0078F4,Grassland
0079C0,Forest
007B10,Woods
007CB1,Grassland
007E00,Sparse
008050,Jungle
0080B0,Jungle
0080D0,Jungle
008174,Grassland
00821E,Grassland
008396,Jungle
0084E2,Woods
0085FA,Grassland
008796,Woods
00879A,Grassland
0087C9,Grassland
008A0A,Desert
008BB6,Forest
008C72,Grassland
008EC3,Grassland
008FBF,Grassland
009000,Grassland
009020,Woods
009080,Woods
00908F,Jungle
0090A0,Sparse
009230,Woods
009619,Sparse
00978B,Forest
009AFB,Grassland
009C77,Desert
009EB7,Forest
009F47,Desert
009F60,Woods
00A000,Forest
00A040,Grassland
00A080,Woods
00A0A0,Forest
00A0C0,Woods
00A20A,Grassland
00A2A2,Woods
00A505,Woods
00A7F4,Forest
00A88F,Grassland
00AA38,Desert
00AB77,Jungle
00AF40,Woods
00AFDF,Forest
00B001,Grassland
00B021,Desert
00B040,Grassland
00B080,Woods
00B0A0,Desert
00B0A9,Grassland
00B0C0,Grassland
00B0DF,Sparse
00B487,Forest
00B4D8,Forest
00B4F8,Grassland
00B5FE,Forest
00B95C,Woods
00BAC5,Grassland
00BADA,Desert
00BE56,Woods
00BFDF,Grassland
00C060,Grassland
00C090,Jungle
00C0B0,Grassland
00C30A,Forest
00C508,Sparse
00C558,Sparse
00CA87,Sparse
00CB48,Woods
00CB4F,Sparse
00CB99,Grassland
00CEAE,Forest
00CFFC,Sparse
00D000,Grassland
00D020,Grassland
00D080,Grassland
00D28C,Desert
00D336,Grassland
00D487,Woods
00D6BF,Forest
00D7F5,Jungle
00DA3C,Grassland
00DBA3,Sparse
00DBCD,Desert
00DFF0,Woods
00E000,Grassland
00E0A0,Woods
00E0DC,Sparse
00E170,Sparse
00E2A7,Woods
00E2C3,Woods
00E3EF,Sparse
00E448,Woods
00E563,Sparse
00E669,Woods
00E694,Grassland
00E7D8,Sparse
00EC62,Jungle
00ED15,Sparse
00EDB9,Woods
00EEEA,Desert
00F000,Forest
00F040,Forest
00F060,Desert
00F080,Forest
00F0C0,Forest
00F15A,Jungle
00F376,Forest
00F433,Forest
00F5CD,Desert
00F631,Forest
00F680,Desert
00F82C,Desert
00FADB,Sparse
00FBFB,Water
010112,Grassland
01014E,Sparse
010401,Sparse
01043F,Forest
01084B,Jungle
01087A,Woods
0109E7,Grassland
010AD7,Woods
010B0C,Sparse
011074,Woods
0110CC,Sparse
011141,Woods
0111C0,Sparse
0111E0,Desert
01148C,Grassland
011713,Forest
0119AB,Woods
011A2F,Desert
011B9B,Desert
011D8E,Sparse
011E0F,Jungle
012091,Sparse
012169,Forest
012190,Forest
0121A0,Woods
012580,Desert
01272B,Woods
012DC1,Grassland
012E20,Forest
0130E0,Sparse
013159,Forest
01317D,Jungle
0136A2,Grassland
0137A1,Woods
01387D,Grassland
013AEB,Forest
013B73,Jungle
013D53,Sparse
013F18,Woods
014042,Forest
0141A0,Grassland
0141B0,Jungle
0141D0,Jungle
0145C2,Sparse
014651,Woods
014759,Grassland
014AED,Sparse
014B3F,Sparse
014B90,Desert
014D28,Snow
014F3C,Grassland
015040,Grassland
015080,Grassland
015121,Water
0153E3,Woods
0158AB,Grassland
015B08,Sparse
015BE4,Grassland
015D3E,Forest
015D54,Jungle
015F11,Grassland
016011,Jungle
016090,Jungle
0160D0,Jungle
016130,Woods
016161,Forest
0161A0,Woods
0161E0,Woods
016C07,Forest
016ED3,Woods
017021,Sparse
0170A0,Desert
0170B1,Grassland
0170E0,Desert
01735F,Desert
01774F,Woods
017863,Desert
017C34,Grassland
017E3C,Forest
017E79,Woods
017E90,Sparse
017ECB,Sparse
018061,Grassland
018070,Jungle
0180A0,Forest
0180E0,Grassland
0180F0,Water
0181B0,Water
0183A1,Forest
01871B,Grassland
0187D7,Forest
01887B,Woods
0189CE,Jungle
018A2A,Forest
018E23,Sparse
019041,Woods
019043,Woods
0190E0,Desert
019127,Woods
019360,Sparse
0193AC,Forest
0193B4,Sparse
0193EB,Forest
019470,Sparse
01950F,Woods
019703,Sparse
0198DF,Woods
0198EA,Desert
019C62,Desert
019D5F,Grassland
01A011,Woods
01A021,Woods
01A050,Jungle
01A090,Jungle
01A0B0,Jungle
01A0D0,Jungle
01A0E0,Forest
01A126,Forest
01A277,Sparse
01A2B7,Grassland
01A63B,Desert
01AA98,Forest
01ABEE,Woods
01AF19,Forest
01B060,Sparse
01B101,Desert
01B1BE,Forest
01B1E4,Sparse
01B2D8,Sparse
01B2DF,Forest
01B33D,Forest
01B3D5,Grassland
01B53C,Desert
01B54E,Sparse
01BCE8,Woods
01BF32,Woods
01BF3A,Grassland
01BF72,Grassland
01BFD0,Woods
01C030,Jungle
01C0A0,Grassland
01C109,Jungle
01C4BC,Forest
01C6DC,Woods
01C8C8,Water
01C975,Grassland
01CA2C,Jungle
01CB5D,Sparse
01CCC2,Sparse
01CEDD,Sparse
01D041,Grassland
01D042,Woods
01D060,Grassland
01D099,Grassland
01D0A0,Sparse
01D0B8,Sparse
01D0E0,Woods
01D4D4,Grassland
01D6CB,Sparse
01D8C5,Desert
01D94F,Grassland
01DA65,Woods
01DAF2,Woods
01DEC2,Sparse
01DEC8,Woods
01DFC8,Woods
01E011,Woods
01E021,Woods
01E050,Woods
01E061,Grassland
01E0C8,Woods
01E0C9,Desert
01E0CA,Water
01E0D0,Forest
01E0E0,Grassland
01E1C9,Grassland
01E1CA,Sparse
01E1CB,Woods
01E950,Desert
01EA55,Grassland
01EB0A,Forest
01EE15,Desert
01EFB4,Forest
01F020,Desert
01F0A0,Sparse
01F0E0,Sparse
01F1CD,Grassland
01F273,Grassland
01F89E,Woods
01F9C8,Woods
01FB64,Jungle
01FD5F,Forest
0204AB,Grassland
02055B,Grassland
02061B,Grassland
02073E,Jungle
020839,Woods
0209AE,Sparse
020A13,Grassland
020CFE,Grassland
020DF9,Forest
020E07,Forest
020E48,Sparse
020E64,Forest
020F11,Grassland
0212BC,Grassland
0212F4,Woods
021374,Woods
0214DF,Woods
0214EF,Grassland
021948,Woods
021E3A,Forest
02207F,Woods
022242,Forest
02250F,Grassland
022620,Grassland
022834,Sparse
0228EC,Grassland
022930,Woods
022AE2,Sparse
022BAA,Sparse
022D2B,Grassland
023ABC,Forest
023B67,Grassland
023DAA,Grassland
0243AE,Jungle
02454E,Grassland
0247D2,Forest
0247E4,Grassland
02483B,Jungle
024868,Grassland
024A01,Desert
024DA4,Woods
024FB7,Forest
024FEF,Grassland
025170,Desert
025267,Forest
025628,Woods
0256AF,Grassland
025750,Sparse
025A94,Woods
0261AB,Grassland
0262FE,Sparse
0264AE,Sparse
026545,Woods
026677,Desert
026750,Grassland
026A9C,Sparse
026C7C,Forest
026DE3,Forest
026F56,Woods
027214,Woods
0272A3,Grassland
02733F,Jungle
0274BA,Sparse
0274E2,Grassland
0276AD,Desert
0277E9,Desert
027866,Grassland
0279A0,Desert
027B82,Sparse
027C79,Sparse
027E4D,Desert
0280B6,Grassland
028522,Woods
0285F6,Woods
0287B9,Forest
0289AA,Woods
0289EB,Desert
028A41,Grassland
028EC5,Forest
0292F3,Forest
0293D4,Forest
029975,Grassland
029A2B,Sparse
029AC8,Grassland
029C82,Sparse
029E85,Jungle
02A092,Forest
02A1A2,Grassland
02A390,Grassland
02A3A1,Woods
02A7E0,Sparse
02A8B1,Sparse
02A9AC,Grassland
02AB38,Woods
02AB5D,Desert
02ACD7,Forest
02AD51,Jungle
02AE5B,Woods
02B17D,Jungle
02B1B4,Sparse
02B200,Woods
02B24E,Forest
02B35C,Desert
02B371,Desert
02B436,Sparse
02BAB7,Forest
02BBA0,Grassland
02BE2C,Forest
02BFCD,Grassland
02C052,Woods
02C221,Woods
02C2F2,Sparse
02C5D6,Forest
02C6DE,Grassland
02C6FC,Grassland
02C8C0,Forest
02C8FA,Water
02CBC3,Forest
02CCF5,Desert
02CE3A,Forest
02CE43,Forest
02CE70,Jungle
02D229,Woods
02D30A,Woods
02D341,Desert
02D3C3,Woods
02DAF6,Grassland
02DB56,Grassland
02DF23,Grassland
02DF90,Grassland
02DFED,Forest
02E0C6,Forest
02E29B,Forest
02E5CB,Forest
02E634,Woods
02E6CB,Woods
02E8DA,Forest
02EA6D,Snow
02EB14,Woods
02EB92,Forest
02EC28,Grassland
02F25C,Sparse
02F3AF,Jungle
02F6E1,Grassland
02F89B,Forest
02F9FF,Desert
02FAB2,Forest
02FADA,Forest
02FB90,Grassland
02FBFB,Desert
02FD3B,Sparse
02FE8B,Grassland
02FE94,Woods
030048,Grassland
030522,Sparse
030668,Sparse
030718,Woods
030A1B,Woods
030A29,Desert
030A95,Desert
030B68,Woods
030D3A,Desert
030E6E,Sparse
0313AC,Forest
031459,Forest
0314FE,Woods
031705,Desert
031756,Forest
0319ED,Grassland
031AD1,Forest
0322A4,Grassland
03240F,Woods
032662,Woods
03274B,Sparse
032751,Grassland
032813,Grassland
032B24,Sparse
032BE2,Grassland
032C4F,Grassland
032CA6,Sparse
032D65,Sparse
032EA0,Woods
033057,Forest
033466,Sparse
0335B6,Woods
0336B0,Sparse
03395E,Forest
0339C0,Desert
033B5F,Forest
033DA4,Grassland
0340EA,Woods
0341D9,Woods
03442D,Sparse
03443A,Woods
034485,Woods
034858,Forest
03487B,Jungle
034902,Forest
034AED,Sparse
034B03,Sparse
034E79,Woods
034F87,Desert
035206,Sparse
035212,Sparse
03534F,Desert
0354D9,Forest
035501,Sparse
0356D6,Grassland
035753,Forest
035885,Woods
0359FB,Woods
03614F,Grassland
0361ED,Forest
0361F9,Forest
0362A1,Grassland
03630A,Sparse
03644A,Grassland
0364B8,Grassland
036508,Woods
0365B1,Sparse
0366E9,Grassland
0366EB,Woods
03673A,Woods
036962,Forest
036981,Forest
036ED6,Jungle
036F2B,Grassland
03709A,Grassland
037231,Grassland
03755D,Woods
037AF5,Woods
037D93,Jungle
037F88,Forest
038388,Grassland
0383F1,Sparse
038498,Forest
0384A9,Grassland
038690,Grassland
0387DD,Sparse
0387F1,Sparse
038A20,Forest
038B77,Forest
038C02,Sparse
038C2C,Forest
038CB0,Jungle
038FD6,Woods
0392B6,Woods
039447,Sparse
039645,Sparse
0397F4,Grassland
0398DE,Woods
039A38,Forest
039D0F,Woods
039D7B,Grassland
03A13C,Forest
03A3F2,Sparse
03A411,Woods
03A6E8,Jungle
03A9D5,Woods
03AA72,Grassland
03AD32,Woods
03AD52,Desert
03ADD7,Grassland
03AE54,Forest
03B050,Jungle
03B0A7,Grassland
03B26C,Sparse
03B36A,Forest
03B4B2,Woods
03B78B,Forest
03B866,Sparse
03B8A4,Desert
03B9CB,Jungle
03BC98,Sparse
03BD0A,Sparse
03BFF0,Grassland
03C148,Forest
03C203,Woods
03C590,Jungle
03C674,Grassland
03C8B4,Sparse
03C97F,Grassland
03CD21,Desert
03CEC7,Jungle
03D1C9,Woods
03D6A7,Grassland
03D970,Sparse
03DD22,Sparse
03DDFB,Water
03DEAB,Sparse
03E00D,Forest
03E19A,Forest
03E1AF,Forest
03E724,Woods
03E90C,Sparse
03E9D3,Grassland
03EA0D,Snow
03EAAF,Forest
03EC28,Woods
03EC81,Desert
03ECD8,Woods
03F0BD,Woods
03F10B,Forest
03F3AE,Grassland
03F411,Woods
03F85A,Forest
03F8AE,Woods
03F8EA,Grassland
03F9F4,Sparse
03FA03,Grassland
03FC09,Woods
03FC8B,Forest
03FCE7,Woods
03FD75,Sparse
03FDD9,Grassland
03FEAD,Forest
040284,Sparse
040A17,Forest
040A5A,Grassland
040C17,Woods
040C3C,Jungle
040DB6,Woods
040FB0,Desert
041759,Woods
0417E6,Woods
0418C4,Grassland
0419A4,Woods
041BB6,Desert
041C9E,Sparse
041DE6,Woods
041E50,Forest
041FF2,Forest
0420CB,Sparse
0422AC,Woods
0423EC,Grassland
0425B3,Forest
042A4F,Forest
042B4C,Woods
042C26,Sparse
042C59,Grassland
042D0E,Woods
0434D7,Grassland
043803,Forest
043AE5,Woods
043DBD,Woods
043E5E,Forest
043FC9,Forest
044063,Grassland
0441DB,Woods
044271,Forest
044282,Woods
0443FF,Woods
044448,Woods
0444B6,Forest
044521,Woods
044592,Sparse
0445FE,Grassland
04464B,Woods
0446CA,Sparse
044709,Forest
044B0B,Woods
044CEE,Sparse
044CF8,Woods
044E87,Sparse
044F96,Sparse
0450DF,Woods
0452E2,Forest
0452F3,Woods
045371,Snow
045539,Forest
045603,Woods
0456B2,Woods
04598A,Forest
045CE0,Woods
045D0A,Grassland
045D1F,Grassland
045D36,Sparse
045D66,Woods
04600E,Desert
0460D2,Woods
0461A8,Forest
046319,Forest
04633F,Forest
0463EF,Desert
046404,Woods
046432,Grassland
04647B,Grassland
0467D5,Grassland
04684B,Woods
046894,Woods
0468DF,Forest
046A22,Snow
046A62,Sparse
04709D,Desert
047562,Grassland
04756B,Desert
0479EF,Desert
047B8C,Woods
047D6D,Grassland
047E53,Forest
048024,Forest
048089,Forest
04819F,Forest
0481C2,Grassland
0484A7,Forest
048659,Woods
0486FD,Grassland
0487A7,Grassland
0488C2,Sparse
0489D2,Grassland
048AD9,Grassland
048C88,Woods
048CDF,Sparse
048DBF,Grassland
048EAE,Woods
049442,Sparse
049490,Grassland
0497AF,Sparse
049BAB,Forest
049E29,Jungle
049ECA,Woods
04A22A,Woods
04A288,Forest
04A902,Forest
04ACCE,Forest
04ADAD,Woods
04B03F,Grassland
04B286,Woods
04B3DD,Grassland
04B63B,Grassland
04BA50,Sparse
04BB3B,Jungle
04BBDD,Sparse
04BD95,Forest
04C1C5,Grassland
04C218,Woods
04C43F,Sparse
04C479,Snow
04C53E,Forest
04C595,Woods
04C5AF,Grassland
04C68F,Forest
04C89D,Sparse
04CAF0,Sparse
04CD6D,Grassland
04CE13,Jungle
04CFF9,Sparse
04D39A,Grassland
04D4BA,Woods
04D4E4,Grassland
04D622,Desert
04D782,Woods
04DAA1,Desert
04DB73,Grassland
04DFA3,Sparse
04E049,Forest
04E110,Grassland
04E3CF,Sparse
04E4D2,Sparse
04E566,Woods
04EC92,Sparse
04EE2A,Forest
04F2AC,Woods
04F350,Grassland
04F475,Forest
04F5F9,Forest
04F7B6,Desert
04F7D1,Jungle
04FA29,Grassland
04FAA6,Sparse
04FCF3,Grassland
04FDE5,Woods
04FF38,Woods
04FF4D,Forest
04FFCF,Sparse
0502BE,Woods
0505A1,Sparse
05085F,Snow
050A36,Grassland
050D8E,Grassland
050E11,Desert
050F0F,Grassland
05137C,Woods
0514CC,Grassland
05157F,Grassland
0515C9,Sparse
0515CE,Woods
051790,Snow
05187E,Forest
051899,Grassland
05195F,Jungle
051CA7,Sparse
051DD4,Woods
051F32,Snow
051FDD,Grassland
052092,Forest
0521C1,Desert
052300,Forest
052B29,Grassland
052B55,Woods
052B79,Grassland
052B92,Grassland
052C31,Woods
052D8A,Woods
053163,Grassland
0538F5,Forest
053B08,Woods
053DF1,Woods
053EBF,Desert
053F4B,Grassland
0543B8,Woods
054570,Woods
054B00,Woods
054B09,Desert
054C46,Jungle
054DDE,Forest
055124,Grassland
0556F9,Forest
055726,Forest
0559B3,Grassland
055A33,Woods
055AA0,Woods
055B65,Woods
055C67,Grassland
055C75,Woods
055D4A,Sparse
055FD1,Grassland
0560D2,Forest
0561E5,Sparse
056575,Grassland
0568F6,Jungle
056BA1,Woods
056D19,Sparse
056E33,Grassland
057155,Forest
0573D5,Woods
057499,Woods
0578F9,Grassland
057978,Desert
0582C9,Jungle
058361,Woods
058803,Sparse
0589F6,Jungle
058CF1,Sparse
0591BF,Grassland
0591EA,Forest
0591F8,Grassland
0596C2,Jungle
05983E,Desert
059BB6,Grassland
059C90,Woods
059C97,Woods
059DEC,Jungle
059E9F,Desert
059EA0,Sparse
059EBD,Woods
059F5E,Sparse
05A2C5,Woods
05A3BA,Desert
05A5D3,Sparse
05A6E7,Jungle
05A72B,Forest
05AA2F,Woods
05AA3A,Grassland
05AA56,Desert
05AA6F,Woods
05AF2A,Sparse
05B0FE,Grassland
05B2DE,Grassland
05B74C,Jungle
05B88D,Forest
05B90F,Jungle
05BD27,Grassland
05BD60,Desert
05BF28,Jungle
05C2CD,Woods
05C5F1,Grassland
05C63C,Sparse
05C757,Sparse
05C86D,Grassland
05C8DA,Grassland
05C9D5,Woods
05CAEC,Forest
05CB4A,Sparse
05CE22,Sparse
05CF8B,Jungle
05CFB2,Sparse
05D4BF,Forest
05D7A5,Desert
05DAFE,Forest
05DE5C,Woods
05E02E,Grassland
05E1CF,Forest
05E237,Grassland
05E33E,Grassland
05E469,Grassland
05E8EE,Sparse
05E9A3,Sparse
05EA68,Grassland
05ED4B,Sparse
05F14E,Forest
05F5DA,Forest
05F945,Forest
05FADB,Jungle
05FB9B,Desert
05FC4D,Woods
05FD19,Jungle
05FF42,Desert
06007E,Grassland
0600C8,Woods
06022F,Forest
0603AE,Woods
06053B,Woods
0605C1,Grassland
0607C9,Grassland
060C67,Forest
060DC8,Grassland
060F1F,Grassland
060F5C,Jungle
061036,Sparse
061121,Grassland
06135E,Desert
061886,Sparse
061A9F,Grassland
061EDC,Forest
061EE6,Grassland
061F7B,Woods
0620FE,Desert
062126,Sparse
06255C,Woods
0628FD,Woods
0629BB,Sparse
062B1B,Grassland
062D3B,Woods
062E92,Sparse
062F08,Sparse
063403,Grassland
063557,Jungle
0637FB,Sparse
063C9A,Grassland
063C9D,Grassland
063CAB,Grassland
063D99,Desert
063FE9,Forest
0643B5,Jungle
06468D,Grassland
064764,Woods
064C0C,Grassland
064FE6,Forest
0651E2,Woods
0656BC,Woods
0657F4,Sparse
06581E,Desert
06582E,Woods
065CAE,Grassland
065E68,Forest
065EF6,Sparse
0661EB,Forest
06621F,Forest
0662C5,Forest
0663FD,Forest
